"","Movie_title","Reviewer","DateReviews","Stars","Textreviews","TitleReviews"
"53","16. Star Wars: Episode V - The Empire Strikes Back","kevin_robbins","21 March 2022","10/10","The Empire Strikes Back (1980) is a movie in my DVD collection that I recently watched again on Disney+. The storyline picks up where Star Wars left off with the rebellion building their army and the evil Empire rebounding from losing the Death Star. Luke will try to master the powers of the force by searching for a new Jedi to train him; meanwhile, as he digs into his past he discovers more about how he became a Jedi to begin with.This movie is directed by Irvin Kershner (Robocop 2) and stars Mark Hamill (Sushi Girl), Harrison Ford (Clear and Present Danger), Carrie Fisher (Sorority Row), Billy Dee Williams (Nighthawks) and James Earl Jones (Coming to America).The Empire Strikes Back was always one of my favorites in the original trilogy. The opening yeti scene was fantastic and a great way tp start the film. The Princess and Hans scenes were hilarious and the banter makes you laugh no matter how many times you've seen it. Yoda is a legendary character introduced in this film and the Hans stasis scene is always sad. The final Luke vs Vader scene is also legendary and fun to watch unfold.Overall this is among the all time great science fiction movies that is an absolute must see. This is an easy 10/10."," This is among the all time great science fiction movies that is an absolute must see"
"54","16. Star Wars: Episode V - The Empire Strikes Back","claudio_carvalho","13 December 2015","10/10","The rebels' new base is hidden in the icy planet Hoth and Princess Leia (Carrie Fisher) commands a unit with Luke Skywalker (Mark Hamill), Han Solo (Harrison Ford) and Chewbacca (Peter Mayhew). During the investigation of a meteor crash, Luke is wounded and captured by a creature but succeeds to escape. While dying on the snow, he has a vision of Obi-Wan Kenobi telling him to go to the Dagobah system to be trained by the Jedi Master Yoda. Later he is saved by Han and they are rescued in the morning by the rebels. Meanwhile Darth Vader (David Prowse) sends probe droids through the galaxy to find the location of the base. The rebels are located and they need to leave the planet under the attack of the Imperial Fleet. However Luke heads to Dagobah to find Yoda while Leia, Han, Chewbacca and C-3PO travel to the planet Bespin to meet his friend Lando Calrissian (Billy Dee Williams) and repair the Millennium Falcon. However, they are betrayed by Lando and captured by Darth Vader. Meanwhile Luke has a premonition with his friends in danger and he decides to interrupt his training with Yoda to save them, despite the warning of Obi-Wan and Yoda. Will Luke be ready to face Darth Vader and save his friends? ""The Empire Strikes Back"", later retitled ""Star Wars: Episode V - The Empire Strikes Back"" is a fantastic sequel of Star Wars, with a great story. The plot has adventure, romance, comedy and betrayal and is engaging until the very end. The characters now are more experienced and bonded. The mannerisms of C-3PO recalls Dr. Smith, from ""Lost in Space"". This is the type of sequel that keeps the high quality of the original film. My vote is ten.Title (Brazil): ""O Império Contra-Ataca"" (""The Empire Strikes Back"")"," Fantastic Sequel"
"55","16. Star Wars: Episode V - The Empire Strikes Back","Lady_Targaryen","2 February 2006","10/10","''Star Wars: Episode V - The Empire Strikes Back '' is my favorite one from all the star war series.Things are getting more and more complicated for the Rebels.Spite of the fact that the Death Star was destroyed, the Imperial troops had success expelling the Rebels from their secret base, and now they are being hunted in all galaxy. The new secret base is localized in Hoth, a very cold world even for the native animals. Darth Vader wants to find Luke at any cost, and now he sent many remote probes to find him in all space. Luke is attacked by a big animal and almost dies, by stays lost in the ice. He sees the ghost of Obi Wan Kenobi talking with him, and he says that Luke needs to go to a system called Dangoba, where Yoda will teach and explain to him all the steps to become a Jedi. Han Solo goes after Luke and they both are saved by their rebel team.The system Hoth is discovered by the Empire(since it should not have any human form living in there) and consequently the Rebel Base. Darth Vader decides to attack the Rebels by the surface,and the Rebels really stay in disadvantage. Han,Leia,C3pO and Chewbacca escapes from Hoth,but after many attacks from the Imperial troops and even asteroids fields, they arrive in the Cloud city that Lando,an old friend of Han,rules.Luke goes with R2 to Dangoba,and there he finds Yoda. The problem is, Yoda does not want to teach him how to become a Jedi,since he finds Luke extremely impatient, old to be trained and also with many anger inside of him,like his father Anakin. Obi Wan tries to change Yoda's mind, but only when Luke promises to really gives his best that Yoda accepts the challenge.The Emperor talks to Vader about a disturbance in the force that comes from Luke Skywalker. He finally says that Luke is son of Anakin and that Luke should never be trained as a Jedi,because of the risk in destroying the siths,that are very high. But Vader has other plans: He always imagined that his offspring died when Padme died, and now he thinks about making Luke a sith,to they both rule the galaxy together and also kill the Emperor.In the city of the clouds, Lando betrays Han and gives them all to Vader.It's all a trap to take Luke that Vader did, and while he tortures Han, Lukes see the vision of his friends suffering,and gave up his training. Yoda alerts him that the risk of turning to the dark side is high, and that he should not stop his training, but Luke is so worried with his friends that he cannot think about anything else. Vader call the award hunters and Boba Fett(the clone of Jango Fett,remember?)is the one who takes Han Solo to Jabba,to win a big prize.We are now in a risky situation, where Lukes needs to confront his dad without be tainted to the dark side, and someone needs to help Han,Chewbacca,Leia and C3po.Ps: *In this movie we can see the first demonstrations that Leia and Han likes each other,and when Leia wants to let Han with jealous and kisses Luke is kind of a funny moment. Another nice moment with Leia, is when we see the connection between her and Luke, when he has his hand cut and is in a dangerous situation after fighting with Vader.*I really like the big Imperial robots called 'walkers': I think they are one of the most impressive artilleries the Empire has."," The best movie of all Star wars"
"56","16. Star Wars: Episode V - The Empire Strikes Back","saveliydalmatov","30 December 2023","9/10","So, ""The Empire Strikes Back"" is a sequel to the previous part. After the release of the first episode, the budget, the fans appeared, and, accordingly, the quality improved!The fifth episode is the darkest and even the best in the original trilogy (in my personal opinion), and for many in the entire franchise.Here we will hear the famous Imperial March for the first time, learn all the greatness of the Empire under the leadership of Vader, as well as the formation of Luke as a Jedi.New characters have added color to the franchise, some have already become iconic and famous among many (the same Boba Fett).This fascinating story will feature plot twists (for sure many people understood what I was talking about) and a very addictive atmosphere of horror.As a result, this is what the fans needed - a successful sequel. And, of course, you need to look at it, it's a classic after all.My Rating : 10/10 (one of the best films)"," Darker and better than ""New hope"""
"57","16. Star Wars: Episode V - The Empire Strikes Back","Dissident","2 May 2000","10/10","The Empire Strikes Back is the best film in the original Star Wars trilogy. It has all the great qualities that the original Star Wars has: great effects (at the time of its release), appealing characters, and lots of spellbinding action.  It also has eliminated some of the problems that plagued the first: the storyline is tighter, and goes much deeper into character development.  The performances are terrific, especially by Harrison Ford as Han Solo, and Billy Dee Williams as Lando Calrissian. George Lucas has also remembered to include a spellbinding battle sequence with the snowspeeder sequence near the beginning of the film.  The conclusion, with a lightsaber duel between Darth Vader and Luke Skywalker, is truly one of the most suspenseful and dramatic scenes in the entire series.  This is a truly wondrous film, and serves as a constant reminder that just because a movie is expensive and a blockbuster doesn't mean that it has to be shallow and two dimensional.  This film will undoubtedly entertain viewers of all ages from start to finish."," The best film in the original trilogy."
"58","16. Star Wars: Episode V - The Empire Strikes Back","nickenchuggets","4 September 2022","10/10","It's obvious to most movie fans that Star Wars Episode IV deserves tons of praise for being the first in its respective series and also for spawning one of the biggest cultural phenomenons of all time, but in my view, The Empire Strikes Back is superior. I have seen someone state this already, but I will say it again here, as it is a very good reason why this movie is arguably better: character development. We get introduced to the main cast in A New Hope, but even by the end of that film, they're not fully fleshed out yet. We never really get to see how adept Luke is at using The Force, and Darth Vader, one of the most feared men in the galaxy, appears completely subservient to Peter Cushing's character, Grand Moff Tarkin. Episode V takes Star Wars in a risky direction, as Luke is separated from his friends for most of the runtime, but this decision totally paid off and I don't think the movie could have gone any better. The story picks up 3 whole years after Luke has destroyed the Death Star: the Empire's feared space station capable of obliterating entire planets. Darth Vader and Emperor Palpatine, the two most powerful men in the Empire, send floating droids all over the galaxy to locate the secret base of the Rebel Alliance (the empire's enemy), under the command of Luke's sister Princess Leia (Carrie Fisher). Vader eventually finds what he's looking for and locates what looks like a stronghold on the frigid planet of Hoth. Luke Skywalker (Mark Hamill) is investigating an area around the rebel base and is attacked and nearly killed by a yeti-esque creature called a Wampa. Luke manages to slice off one of its arms with his lightsaber and is then rescued by Han Solo (Harrison Ford). Before being saved, Luke sees a vision of his late trainer, Obi-Wan (Alec Guinness) telling him to travel to a planet called Dagobah for some reason. Confident they have the rebel base in their sights, the Imperials launch a brutal onslaught on it using huge, walking, mechanized assault vehicles called AT AT's that decimate everything in their path. Luke and a few other rebels pilot rather slow spaceships known as snowspeeders in order to destroy the imperial walkers by tying their legs with tow cables and then blasting the weak armor on their neck joints. Despite their best efforts, the base is hit too hard and has to evacuate. Leia, Han, C-3PO, Chewbacca and R2D2 pile into the Millennium Falcon, Solo's rather mediocre but dependable starship, and fly off just as Vader enters the hangar. Luke doesn't regroup with his allies right away, and instead flies to the planet Dagobah as Obi-Wan's ghost told him to. Upon arriving in the planet's atmosphere, he loses control of his X-Wing and crashes into a swamp. Here, he meets Yoda, a centuries old Jedi Master who trains Luke in the way of the force. While Han and the others try to elude Vader's fleet of ships and star destroyers by weaving through asteroid fields, Luke expresses frustration at the difficulty of his training. He knows the force seems to be a magical aura of divine, supernatural energy that surrounds everything and inhabits all living beings, but he is not willing to put up with the time required to bend it to his will. Yoda makes things easier for him and uses his mastery over the force to easily lift Luke's crashed spaceship out of the swamp using only his mind. Luke quits his training early to pursue his friends to a planet called Bespin, since he can tell they're walking into a trap. Concurrently, Han Solo and the others arrive at Cloud City on bespin; a huge floating metropolis situated entirely in the sky. There, they meet Lando Calrissian (Billy Dee Williams), who is a no good smuggler (like Han) and an old acquaintance of his. While on cloud city, Lando reveals to the group that he's actually betrayed them to the empire. Vader, accompanied by the ruthless bounty hunter Boba Fett, take Han to a specialized chamber where he is frozen in carbonite so Boba can transport him to Jabba the Hutt for a reward. As the group (minus Solo) tries to fight their way out of cloud city, Luke comes face to face with Vader. Even with the force training he has received, Luke is no match for the dark lord's lightsaber proficiency and powerful strikes. Vader corners Luke, severs his hand, and reveals he is actually his father. Vader wants his son to join him so they can kill Palpatine together and end this galactic war, but Luke refuses and lets himself fall down a waste disposal chute that leads directly out of cloud city. Barely managing to hang on to a flimsy piece of metal, Leia senses something isn't right and flies underneath cloud city to rescue her brother. The ship jumps to hyperspace, slipping out of Vader's grasp once again. Back on a rebel medical ship, Luke receives an artificial right hand, and Lando promises to look for his friend Solo. Aside from the fact that this is a star wars movie, there are no doubt a ton of other reasons why it is worthy of adoration. Probably the most visually obvious reason are the special effects. Despite being over 4 decades old, this movie still looks great, and the effects will always look good no matter what year it is. The battle on hoth is amazing. We see the empire's enormous AT AT tanks, and how even their footsteps cause destruction. We see the millennium falcon get chased by massive, dagger shaped spaceships. Most of all, we see much appreciated character development. Luke still hasn't mastered all his force powers by the end of this movie, but he's come a long way thanks to Yoda. Speaking of which, Frank Oz did a great job puppeteering him and basically created one of cinema's most beloved characters. Even the villains are interesting and likable. Vader I believe needs no introduction, but he contrasts heavily with how he was in the first film. He's completely in control here and does what he wants, unlike in episode IV where Tarkin bosses him around, and episode VI where Palpatine does. While still a cool bad guy, it's always annoyed me how Boba Fett is consistently ranked as one of star wars' most popular characters, mostly just because of how he looks. He only has 4 lines in this entire movie, but he's still memorable for being one of the few people who can talk back to Vader and still be alive afterwards. It's not like I need to state the obvious, but John Williams' score really serves to make an epic film even more epic. All I have to say for my closing remark is that The Empire Strikes Back has clearly secured its place as one of the most well made star wars films, which should be common knowledge for any fan of this immortal franchise."," ""It is your destiny"""
"59","16. Star Wars: Episode V - The Empire Strikes Back","Ithaqua1987","17 December 2004","10/10","An excellent sequel to Star Wars, this is easily the darkest and most serious out of all the Star Wars films, at least until Revenge of the Sith comes out. This movie benefits from the introduction of Yoda, a diminutive yet wise Jedi master who helps Luke prepare for his showdown with Darth Vader. It also introduces Lando Calrissian, Han's old gambling and smuggling buddy played very well by Billy Dee Williams. Empire is more character driven than the original and relies more on comic relief to help lighten the mood, but it doesn't go overboard with the humor. The story is more refined and the acting is better as well. Despite all of this I can't really say that I enjoyed Empire more than the original. The original Star Wars has a certain charm to it that none of the sequels (or prequels) have captured. I'd say that it is at least on par with the original though and is a fitting follow up in what is probably the greatest series of movies in the history of cinema."," Star Wars: Episode V - The Empire Strikes Back"
"60","16. Star Wars: Episode V - The Empire Strikes Back","morfunkel","21 August 2018","10/10","This film changed the game forever. The people behind the scenes took an exciting science fiction adventure film with a happy tone where the heroes have a happy tone throughout and throwing that on its side. Throughout the film the rebels are in a constant rush and panic, pushing the viewers to the edge of their seat wondering if the heroes would make it to the end okay. This is done brilliantly by splitting up the heroes putting them in a worried state for one another. As well as that the rebels are all tested as they go through their own personal trails and try to find their way through.
Even though this might put you on a constant worry for the characters the movie is paced perfectly with breathers and amazing storytelling by the characters to fill in anything we need answers for.
That is just the story, the film also has gorgeous cinematography, going from the AT-ATs on Hoth, to the Imperial pursuit of the Falcon through the asteroid field, all the way down to the beautiful shots of the final battle in Cloud city. Even though we as viewers are worried for the rebels, the imagery is jaw dropping. 
The imagery is further enhanced by the most popular score of all time, John Williams delivers his best work ever as it has stuck with people their entire lives and is recognizable by even those who haven't seen the film. 
The film was released in 1980 and all of the set design and special effects still hold up to this day as they are just as convincing now as it was apon first watch for everyone in the past 38 years."," Greatest Movie Ever"
"61","17. The Matrix","coasterdude44","5 August 2020","10/10","I have an interesting history and relationship with this film. Never before has a film made me question the nature of reality before. At first glance, The Matrix at the surface might have looked like a really good action movie with some cutting edge special effects with a kinetic and engaging story, and it definitely has that, but on my first viewing of this movie back in 2006 when I was 9 years old and slid this DVD into my small box TV at the end of my bed. I had absolutely no idea what I was in for and what I was about to experience.This movie is actually more disturbing and honestly terrifying than many would let on, especially to a young child when this movie drops some major psychological and philosophical themes in it's first act. The first 40 minutes of The Matrix is frankly terrifying and suspenseful in all the best and right ways.The surreal bugging scene with that crazy bug with the long tendrils swirling around in what looks like a higher frame rate than the rest of the shot around it, followed by the mirror scream and the metallic drowning scream followed by the waking up in the pod of human entrails scene, followed by the highly messed up ""How do you define 'real'"" Where the concept of reality literally goes up in quotation marks and flies away, where the movie sets the tone that 'reality is simply electrical signals interpreted by your brain' is the most we humans can make of our surroundings - almost makes the concept of The Matrix scarily plausible - and also in a way kind of timely of how the Internet has evolved leaps and bounds since 1999 and the plausibility of VR at the moment (I mean have you seen Half-Life Alyx)And of course you have the explanation of the matrix that follows. Truly one of the heaviest exposition scenes in cinema history.And that's about as far as I survived my first viewing of this movie all those years ago. As a kid's first viewing, this movie successfully found it's way inside my head and left my mind shattered literally unable to watch any more. You would think that would be a terrible thing to say about a movie, but not here. The Matrix is an unparalleled and unprecedented movie experience as humanity is at the core of this movie.The first act plays as a setup for such a hopeless notion as the nature of the matrix is revealed, only to have this notion flipped on it's head when the matrix itself starts being a fun place to be in the eyes of Neo and the evolution of his character aswell as the rebels that he meets that teach him of the humanity that underlies every person trapped inside it under the oppression of the inhuman controllers.Once the true nature of the matrix is revealed. You can bend it to your will and then you can do whatever you want. The Matrix is the ultimate story and parable of humanity overcoming and opressive and dystopian scenario, being controlled by machines, and is masterful in it's writing and direction. The casting was very well thought out with Keanu Reeves killing it as Neo, aswell as Laurence Fishburne and Carrie Anne-Moss as great supporting roles, with Hugo Weaving as an extremley strong Sci-Fi villan as the cold, sociopathic AI Villan Agent Smith.With Neo as the embodiment of humanity against Smith which is devoid of such, follows an unforgettable experience of human over machine. A classic and terrifyingly brilliant film which may cause you to have an internal existential crisis, but that's just the power of this film."," Ah yes. My first existential crisis."
"62","17. The Matrix","acedj","1 November 2019","10/10","When this came out, I was living with a roommate. He went out and saw it, came home and said, ""Dude, you have to go see The Matrix."" So we left and he sat through it a second time. This movie is splendidly done. The mystery about what the Matrix is, unravels and you see a dystopian future unlike any we as a race would want. I have watched this over and over and never tire of it. Everyone does a great job acting in this, the special effects are above par and the story is engaging."," Just wow"
"63","17. The Matrix","suryanmukul","1 October 2020","10/10","The Matrix - 1999This was a real change in filmmaking. Like watching it again in 2020, i.e. after 21 years and it still feels fresh. Iconic scenes are still having benchmarks setting up.If we say it sci-fi at its best, it won't be wrong. The hype was real, it is still not easy to match the level of Matrix where we experience the connection of humans and science, that too with amazing action fight and chase scenes, not just normal scenes they were, multiple exposures, slow motion 3D moves, Oh My God, and it's understandable as well like what are the characters up to and what storyline they are entering into. The script was very well written and executed otherwise it could have been a mess. A special appreciation in managing the theme with those black color costumes and a scientific zone with unimaginable equipment and props doing unbelievable things in the two worlds created. No spoilers, but the action scenes in the climax where the protagonist goes to save someone from agents are really breathtaking. The technology used at its best.A salute to Wachowski Brothers and the team for creating this masterpiece. It will be a great competition and motivation as well for many films coming in the future."," Benchmark forever."
"64","17. The Matrix","xNecRosex","4 January 2021","10/10","This film doesn't age, it will be contemporary even in 2030 or 2040.
Wachowski's best one, by far."," The timeless classic."
"65","17. The Matrix","0U","23 February 2020","10/10","The film is as well crafted as the matrix itself! On another level entirely to any other science fiction film from the last 20 years . Getting lost in another world, is interly what Cinema is made for. This one takes you into a whole new universe interly ."," One of the best action sci fi action movies of all time!"
"66","17. The Matrix","Kirpianuscus","8 January 2017","10/10","and this is all. because each explanation sounds wrong. sure, the acting,, the plot, the fight/action scenes are great. maybe unique. but the essence, for me, remains the basic idea . a fake reality against the pure truth. and the magic as clothes of each character. because it is more than a film. it is a revolution in the way to see a film and to discover reality. you are Neo. and the mythological mix of symbols and cultural references and the simple story who seems have more and more levels are more than fascinating - it is real. sure, Matrix has a lot of reviews and around it is very easy to say hypothesis, verdicts, opinions or, maybe, critics. it is enough to say it is a masterpiece. or the perfect fascinating fairy tale."," a masterpiece"
"67","17. The Matrix","gogoschka-1","26 July 2014","10/10","** May contain spoilers **There aren't many movies I watched in the theatre twice  let alone on the same day - but immediately after the credits had rolled (and still pumped up by 'Rage against the Machine'), I queued up for the next screening of 'The Matrix'. I was so blown away by that film, I feared - and probably rightly so - that I hadn't caught every detail of what I'd just seen. I later found out that many of my friends had had a similar reaction to the film, and I know virtually no one who liked the film and didn't watch it at least twice. It's simply one of those rare films that are so rich you just have to watch them several times.In structure, style and concept, 'The Matrix' was ground-breaking; it marked the first time the visual style of Manga comic books and Anime such as 'Akira' or 'Ghost in the Shell' had been successfully translated to a live-action film. Apart from 'Blade Runner', which has a totally different mood and pace (but is also a masterpiece and visionary film-making), there simply hadn't been anything even remotely like it. The jaw-dropping action sequences have such a raw, gripping energy they feel like an adrenalin overdose, but unlike most action films, they never overshadow the story; on the contrary - they enhance it and make complete sense within that universe.As for the story itself, I think this is one of the most original, fascinating Sci-Fi tales you'll likely ever see on screen. Clearly inspired by Japanese Anime and Manga yet also by authors like Isaac Asimov or Philip K. Dick, the story about humanity's war against its own creation, machines of an artificial intelligence that have evolved to the point where they have become the dominant 'species' and vastly superior to their creators, could take place in the same world as 'Blade Runner' or 'The Terminator' - albeit several hundred years later. But there is also a mythical, even religious undercurrent to the story; the themes of a prophecy, a ""liberator"" or even a ""messiah"" make 'The Matrix' transcend the Science-Fiction genre and become even more unique.'The Matrix' was a watershed moment in filmmaking  in every respect  and even though two inferior sequels have left a bit of a stain on the film, they can't distract from what an uncompromising and hugely influential masterpiece this is. Sci-Fi movies that were released after 'The Matrix' have tried very hard to achieve a similar look and tone, but the original still owns them all. 10 stars out of 10.Favorite films: http://www.IMDb.com/list/mkjOKvqlSBs/Lesser-known Masterpieces: http://www.imdb.com/list/ls070242495/Favorite TV-Shows reviewed: http://www.imdb.com/list/ls075552387/"," A watershed moment in film-making – and what a kick-ass masterpiece"
"68","17. The Matrix","bombersflyup","23 September 2018","10/10","The Matrix is a high concept film, that succeeds in its endeavour with awesome cinematography. Deserving of its praise, though not perfect.The concept and the villains are what I love most about it. Everything about the agents excellent, Hugo Weaving gives his best performance. Cypher who's Judas, the true villain of the film, the most sensible. The character development and the choice of casting in regards to Trinity, the only real weakness of the film. I feel like we could of got to know the Neo character some before this, we have no idea what he's thinking at any point, all we know is that he was the greatest hacker and that's because he's the one. The trinity character's too butch, the other female crew member in a lesser role too, what's with this? Like Cypher, I would rather just go back into the Matrix. I get that you become hardened in a certain environment, but I don't see that as the case here. So Trinity loves Neo and he has to love her back, okay. Laurence Fishburne's terrific as Morpheus."," Agent Smith: Human beings are a disease, a cancer of this planet. You're a plague and we are the cure."
"69","17. The Matrix","MinorityReporter","2 December 2005","10/10","Writing a review of The Matrix is a very hard thing for me to do because this film means a lot to me and therefore I want to do the film justice by writing a good review. To tell the truth the first time I saw the film I was enamored by the effects. I remember thinking to myself that this was one of the most visually stunning films I had ever seen in my life. Also having always been a comic book fan and a fan of films that were larger than life, the transitional element of the story was very appealing to me and this probably heightened my enjoyment of the film very much. It wasn't until some time later (and after having seen the film a few times more) that I started to think about the film. I recognized the Christian elements quite quickly but it wasn't until I wrote an actual 15-page essay on the film that I tapped into some of the philosophical and religious elements and that made me appreciate the film even more. I won't say that I have recognized all elements because the film is quite literally packed with them.Acting wise the film works excellently. I won't say that there aren't any issues because there are but overall the acting is pretty flawless. Keanu Reeves plays the main character, Neo, or Thomas A. Anderson and while he is not the perfect actor I think he does a pretty good job in The Matrix (and the sequels). He doesn't have the longest of lines which was probably a deliberate choice from the directors and it works because this gives him a better opportunity to work on posture and facial expressions and I must say that overall his body language is very good. Very clear and well defined. Laurence Fishbourne plays Neo's mentor Morpheus and he does an excellent job of it. His lines flow with a certain confidence and style that makes his character somewhat unique and interesting. Carrie-Anne Moss does a good job as well and succeeds in looking both cool and sexy in her leather outfit. Joe Pantoliano, a critically underrated actor does a brilliant job of bringing his character, Cypher, to life. I can't say much about him because his character is pretty essential to the plot and I certainly don't wan't to spoil it for anyone. Gloria Foster appears in a relatively small role that will have greater significance in the following films and she does a very good job. The best acting is provided by Hugo Weaving, however, in his portrayal of Agent Smith. It is really something to watch him act out the changes in his character. Agent Smith gains some human traits like anger, sense of dread, hate and eventually even a sly sense of humor (mostly in the sequels). Two thumbs way up to Weaving who has created one of the finest screen villains of all time.Effects wise the film is simply stunning and it deservedly was awarded the Oscar for best effects (and was regrettably cheated out of a nomination in the Best Film category) ahead of even Star Wars. The reason that I think The Matrix deserves the Oscar for best effects is simply that the effects in The Matrix are more innovative than the ones in Star Wars. Just take a look at how many times the effects have been spoofed and you'll probably agree. The effects also help in the symbolism of the film and in creating a very dystopian atmosphere not unlike the one seen in Blade Runner and this works brilliantly. The film looks beautiful at all times and today 6 years later (my God has it already been 6 years?) the effects still hold their ground against new science fiction films. Add the effects to the brilliant editing and you have a visual masterpiece on your hands. Very well done.The reason that I think The Matrix is more reviewable than pretty much any other film is the story and the philosophical and religious elements of the story because with every viewing I catch something I didn't see the previous time I watched it. Without spoiling the film I think I can mention a few of the more obvious elements. Obviously the film draws on the Messiah myth as Neo is a clear reference to Jesus with the analogy of his name (Neo = one, as in The One) but also hidden in his other name, Thomas A. Anderson. The first part of his last name, Anderson comes from the Greek Andros meaning ""man"" and combine this with the second part of his last name ""son"" and add a little creativity you will come up with the combination ""son of man"" which was a title Jesus came up with about himself. Also the first time we meet Neo a man calls him (and I quote): ""You're my Saviour man. My own personal Jesus Christ."" It doesn't get any more obvious than that. Aside from the Christianic elements the film also gets its inspiration from Budhism, Gnosticism (Gnosis = knowledge) but is also inspired by Plato and his analogy of the Cave and Jean Baudrillard's essay, Simulacra and Simulations. Explaining these elements would make this review go on forever so aside from mentioning them I will not comment on them further.To all the people who doubt the profound nature of The Matrix I can only give one advice: Free your mind and watch the film again. You won't regret it. If I had to choose a favorite all time film my choice would probably fall on either The Matrix (obviously I don't expect people to agree but if they do thats great) or The Lord of the Rings: The Return of the King and I recommend it to all fans of sci-fi and people who like philosophy.10/10 - on my top 3 of best films."," Immensely entertaining, intriguingly philosophical and just about one of the best films ever made!"
"70","17. The Matrix","UniqueParticle","29 September 2019","10/10","So much greatness about this well done crafty philosophical masterpiece! One of the greatest films ever made; a true benchmark in cinema and huge meticulously brilliant cabinet file of important metaphors. I smile so much while watching The Matrix, I'm so happy it had a 20th anniversary. I'm beyond intrigued by these types of society thought-provoking gems; there aren't enough of them!!"," Exhilarating 4DX profound experience!"
"71","18. GoodFellas","alicetich","3 March 2022","8/10","This film was released 32 years ago but still looks as good now as it did then. Great seeing the famous heist on the airport given mainstream light as it was a huge crime back all those years ago."," Aged like a fine wine"
"72","18. GoodFellas","justinbrizendine","18 March 2022","10/10","My goodness. If you ain't seen, and much worse, don't care for this movie... I don't wanna associate w you. 30 years later it's still considered possibly the best gangster film of all time. Watch."," A classic. Durp."
"73","18. GoodFellas","muamba_eats_toast","25 April 2020","10/10","Having never seen it before but heard so much about it I was expecting it to be one of the best films I've ever seen instead it was just very good in my eyes. Potentially it has lost some originality by so many other films copying features of it that it just didn't seem new anymore but whilst nothing was wrong with it and like I said it was very good with some fantastic performances it just didn't stand out against so many others of this genre for me."," Slightly disappointed but still very good"
"74","18. GoodFellas","baumer","16 September 1999","6/10","Goodfellas makes you feel like you are watching guys that you know or knew. To this day, I have a friend that still talks like Jimmy Two Times. He always says things like ""Nice Nice"" and that was just a background piece in Goodfellas. But that is the point, all that is background is just as important as the main players and locales. It all paints us a perfect picture of what mob life must be like. And with all due kudos to The Godfather, but there is no other film that has ever made mob life look so real and feel so tangible the way Goodfellas does.To say that Joe Pesci is the best part of this film would be to discredit the rest of the cast, but at the same time, you have to mention him in some way. His portrayal of Tommy is haunting. Here is a man that is so insecure and wants to be the top dog, the made man so bad that he can't decipher between what is a joke and what is disrespect towards him. Of course the scene in question is when he shoots a common boy for telling Tommy to screw himself after he shot him in the leg. You would think the guy has a right to let off a little steam and vent, but Tommy is always looking for the diss. He is always looking to find some hidden gesture from someone that is putting him down. Even at the beginning when he is getting on Henri in the now famous "" You're a funny guy "" scene. He is kidding with Henri but deep down inside he is angry with him, you can see it and feel it. Joe Pesci gave the performance of his career and he richly deserved to win best supporting actor that year.The story and script by Pileggi is sheer inside brilliance. You can feel the inside observations that no one can have except for a guy that spent his whole life on the inside. They ring so true and they get into your blood. From scenes like the fat guy running around delivering messages to the other mob guys because he doesn't like to use the phone to the scene when Henri, Jimmy and Tommy have Billy Bats in the trunk but they stop off at Tommy's moms house for a late night dinner of pasta and such. They also have to borrow a sharp knife to finish off the guy in the trunk, but to his mom they have to cut off the hoof of a dear that hit the car. And the scene where Tommy does kill the young kid for joking with him and then Jimmy gets mad at him, not for killing the guy but because he doesn't want to dig a hole tonight. There are so many tiny observations in Goodfellas that give it the authenticity it has. And it is a film that stays with you for years to come. I think this is Scorcese's best film and although I understand and accept why the academy awarded Dances With Wolves the accolades it did, if this film would have swept the Oscars that year, no one would have been surprised. It is a landmark film and I think it is one of the best films ever made. And again, taking no credit away from Coppolla's Godfather epics, but this gets inside the mafia on a deeper level. It goes one step beyond what Coppolla gave us, and for that Goodfellas should be remembered as the best film about gangsters ever made."," Scorsese's best"
"75","18. GoodFellas","whoisfishmooney","10 March 2022","10/10","One of the most iconic movies of the 90s. So many unforgettable moments in cinema history. Quotable lines throughout also. A fun film on a bit of a negative subject."," Iconic"
